Protein_ID,Localizations,Signals,Membrane types,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Peripheral,Transmembrane,Lipid anchor,Soluble
7np9_C_idx1000,Extracellular,Signal peptide,Soluble,0.39500001072883606,0.09399999678134918,0.8341000080108643,0.14020000398159027,0.24740000069141388,0.010999999940395355,0.4198000133037567,0.06719999760389328,0.3804999887943268,0.24860000610351562,0.2897999882698059,0.14069999754428864,0.21719999611377716,0.7667999863624573
6dbg_C_idx1001,Extracellular,Signal peptide,Soluble,0.3714999854564667,0.1809999942779541,0.6953999996185303,0.20499999821186066,0.335999995470047,0.0203000009059906,0.30869999527931213,0.051899999380111694,0.325300008058548,0.024900000542402267,0.23280000686645508,0.16339999437332153,0.19040000438690186,0.7436000108718872
6dbg_D_idx1002,Extracellular,Signal peptide,Soluble,0.36809998750686646,0.16680000722408295,0.7483000159263611,0.1965000033378601,0.365200012922287,0.024299999698996544,0.29899999499320984,0.05649999901652336,0.3458999991416931,0.03970000147819519,0.24560000002384186,0.15649999678134918,0.1915999948978424,0.7353000044822693
7kji_A_idx1003,Extracellular,Signal peptide,Soluble,0.34860000014305115,0.18850000202655792,0.7731000185012817,0.14669999480247498,0.29120001196861267,0.0071000000461936,0.3634999990463257,0.044199999421834946,0.28299999237060547,0.02419999986886978,0.29589998722076416,0.1168999969959259,0.20280000567436218,0.7437999844551086
7ar0_B_idx1004,Extracellular,Signal peptide,Soluble,0.3529999852180481,0.1648000031709671,0.6439999938011169,0.25369998812675476,0.3249000012874603,0.02539999969303608,0.28870001435279846,0.04340000078082085,0.28119999170303345,0.03680000081658363,0.29919999837875366,0.10750000178813934,0.20440000295639038,0.7447999715805054
6zcz_F_idx1005,Extracellular,Signal peptide,Soluble,0.3050999939441681,0.1589999943971634,0.7224000096321106,0.29019999504089355,0.272599995136261,0.042399998754262924,0.22949999570846558,0.06379999965429306,0.35929998755455017,0.06589999794960022,0.3183000087738037,0.11349999904632568,0.18050000071525574,0.7409999966621399
7now_A_idx1006,Extracellular,Signal peptide,Soluble,0.35420000553131104,0.10790000110864639,0.833299994468689,0.20399999618530273,0.3068000078201294,0.01600000075995922,0.29409998655319214,0.06449999660253525,0.39640000462532043,0.03750000149011612,0.24300000071525574,0.10920000076293945,0.2160000056028366,0.7549999952316284
7now_C_idx1007,Extracellular,Signal peptide,Soluble,0.34929999709129333,0.15150000154972076,0.7791000008583069,0.21770000457763672,0.3070000112056732,0.016499999910593033,0.30239999294281006,0.062300000339746475,0.352400004863739,0.03779999911785126,0.23980000615119934,0.1071000024676323,0.21699999272823334,0.7563999891281128
6hhu_H_idx1008,Extracellular,Signal peptide,Soluble,0.3077999949455261,0.18729999661445618,0.7193999886512756,0.24160000681877136,0.3273000121116638,0.018400000408291817,0.25429999828338623,0.055799998342990875,0.3084999918937683,0.03909999877214432,0.32589998841285706,0.1031000018119812,0.19220000505447388,0.7315999865531921
6qx4_C_idx1009,Extracellular,Signal peptide,Soluble,0.35920000076293945,0.15080000460147858,0.8039000034332275,0.18529999256134033,0.32600000500679016,0.01759999990463257,0.30149999260902405,0.046799998730421066,0.2515000104904175,0.04699999839067459,0.3271999955177307,0.10610000044107437,0.19509999454021454,0.7605999708175659
5nm0_C_idx1010,Extracellular,Signal peptide,Soluble,0.39149999618530273,0.16519999504089355,0.7322999835014343,0.2280000001192093,0.3172999918460846,0.05389999970793724,0.34709998965263367,0.0364999994635582,0.28119999170303345,0.03060000017285347,0.27630001306533813,0.17520000040531158,0.26019999384880066,0.7059999704360962
5nm0_D_idx1011,Extracellular,Signal peptide,Soluble,0.33320000767707825,0.15449999272823334,0.7567999958992004,0.21979999542236328,0.3327000141143799,0.049800001084804535,0.3276999890804291,0.050700001418590546,0.2485000044107437,0.05849999934434891,0.3208000063896179,0.16120000183582306,0.23229999840259552,0.7202000021934509
6apq_A_idx1012,Extracellular,Signal peptide,Soluble,0.3750999867916107,0.1776999980211258,0.7692999839782715,0.2231999933719635,0.27559998631477356,0.010099999606609344,0.4323999881744385,0.05380000174045563,0.30480000376701355,0.022299999371170998,0.33009999990463257,0.10450000315904617,0.25540000200271606,0.7796000242233276
7rnn_C_idx1013,Extracellular,Signal peptide,Soluble,0.37860000133514404,0.16060000658035278,0.7473000288009644,0.16179999709129333,0.3546000123023987,0.0142000000923872,0.3296999931335449,0.0340999998152256,0.3000999987125397,0.04360000044107437,0.2971999943256378,0.1354999989271164,0.17149999737739563,0.7432000041007996
6hd8_A_idx1014,Cytoplasm,,Soluble,0.5866000056266785,0.2623000144958496,0.49880000948905945,0.22619999945163727,0.2741999924182892,0.027899999171495438,0.21979999542236328,0.030500000342726707,0.16290000081062317,0.008500000461935997,0.5394999980926514,0.1354999989271164,0.23070000112056732,0.661300003528595
3qxv_E_idx1015,Extracellular,Signal peptide,Soluble,0.32010000944137573,0.16830000281333923,0.7710999846458435,0.29120001196861267,0.2976999878883362,0.031599998474121094,0.30730000138282776,0.05209999904036522,0.2653000056743622,0.010999999940395355,0.28859999775886536,0.17149999737739563,0.15389999747276306,0.73089998960495
5c3l_D_idx1016,Extracellular,Signal peptide,Soluble,0.37560001015663147,0.22439999878406525,0.7555999755859375,0.11779999732971191,0.2924000024795532,0.014299999922513962,0.2648000121116638,0.02759999968111515,0.13830000162124634,0.02539999969303608,0.24220000207424164,0.10750000178813934,0.3488999903202057,0.7857000231742859
5wb2_A_idx1017,Cell membrane,Transmembrane domain,Transmembrane,0.12070000171661377,0.09459999948740005,0.0560000017285347,0.7771999835968018,0.07859999686479568,0.004999999888241291,0.31470000743865967,0.3646000027656555,0.21960000693798065,0.025699999183416367,0.045499999076128006,0.9776999950408936,0.12110000103712082,0.16519999504089355
5wb2_D_idx1018,Extracellular,Signal peptide,Soluble,0.35260000824928284,0.22220000624656677,0.715399980545044,0.20839999616146088,0.18440000712871552,0.021900000050663948,0.11320000141859055,0.04690000042319298,0.37630000710487366,0.03009999915957451,0.2854999899864197,0.2142000049352646,0.1306000053882599,0.6951000094413757
6h1f_A_idx1019,Extracellular,,Soluble,0.43479999899864197,0.12409999966621399,0.6449999809265137,0.24979999661445618,0.29409998655319214,0.0032999999821186066,0.36410000920295715,0.06780000030994415,0.195700004696846,0.12200000137090683,0.2809999883174896,0.1429000049829483,0.25119999051094055,0.7373999953269958
7ngh_D_idx1020,Extracellular,Signal peptide,Soluble,0.39910000562667847,0.1859000027179718,0.8098999857902527,0.1437000036239624,0.30230000615119934,0.01979999989271164,0.3018999993801117,0.04280000180006027,0.28279998898506165,0.02459999918937683,0.26019999384880066,0.14470000565052032,0.19760000705718994,0.7638999819755554
6dba_B_idx1021,Extracellular,Signal peptide,Soluble,0.36480000615119934,0.15870000422000885,0.7865999937057495,0.16580000519752502,0.3400999903678894,0.02239999920129776,0.2944999933242798,0.05779999867081642,0.37529999017715454,0.03909999877214432,0.24289999902248383,0.15620000660419464,0.18119999766349792,0.7401999831199646
7r4i_D_idx1022,Extracellular,Signal peptide,Soluble,0.3582000136375427,0.1738000065088272,0.8343999981880188,0.17560000717639923,0.34040001034736633,0.019300000742077827,0.28369998931884766,0.053700000047683716,0.3370000123977661,0.04479999840259552,0.27459999918937683,0.10050000250339508,0.17000000178813934,0.7875000238418579
5hdo_A_idx1023,Extracellular,Signal peptide,Soluble,0.3407000005245209,0.148499995470047,0.7487999796867371,0.18709999322891235,0.3285999894142151,0.014999999664723873,0.22769999504089355,0.05040000006556511,0.27709999680519104,0.03500000014901161,0.25780001282691956,0.17010000348091125,0.16539999842643738,0.7437000274658203
5hdo_C_idx1024,Extracellular,Signal peptide,Soluble,0.3944999873638153,0.13169999420642853,0.7167999744415283,0.2515999972820282,0.31839999556541443,0.009399999864399433,0.42260000109672546,0.059700001031160355,0.3070000112056732,0.04190000146627426,0.2581999897956848,0.11079999804496765,0.2387000024318695,0.7649000287055969
5hdo_D_idx1025,Extracellular,Signal peptide,Soluble,0.36730000376701355,0.15870000422000885,0.7483000159263611,0.18860000371932983,0.39079999923706055,0.016300000250339508,0.32019999623298645,0.05270000174641609,0.3407000005245209,0.04190000146627426,0.26919999718666077,0.12839999794960022,0.17579999566078186,0.7394000291824341
6gju_B_idx1026,Extracellular,Signal peptide,Soluble,0.4117000102996826,0.15680000185966492,0.7782999873161316,0.19869999587535858,0.24819999933242798,0.007000000216066837,0.3515999913215637,0.05719999969005585,0.22429999709129333,0.03660000115633011,0.3027999997138977,0.1151999980211258,0.2727999985218048,0.7717999815940857
6gju_C_idx1027,Extracellular,Signal peptide,Soluble,0.335099995136261,0.1460999995470047,0.7978000044822693,0.19859999418258667,0.3361000120639801,0.017899999395012856,0.2903999984264374,0.04699999839067459,0.298799991607666,0.034699998795986176,0.29919999837875366,0.10270000249147415,0.18299999833106995,0.7803999781608582
7cz0_G_idx1028,Extracellular,Signal peptide,Soluble,0.4043000042438507,0.15549999475479126,0.7937999963760376,0.16820000112056732,0.2971999943256378,0.02280000038444996,0.3278999924659729,0.04170000180602074,0.29760000109672546,0.023000000044703484,0.26269999146461487,0.1623000055551529,0.20319999754428864,0.756600022315979
7cz0_H_idx1029,Extracellular,Signal peptide,Soluble,0.4065999984741211,0.16670000553131104,0.7944999933242798,0.15520000457763672,0.2915000021457672,0.025499999523162842,0.3312000036239624,0.039000000804662704,0.2897000014781952,0.012199999764561653,0.2578999996185303,0.1745000034570694,0.13269999623298645,0.7556999921798706
7cz0_F_idx1030,Extracellular,Signal peptide,Soluble,0.33340001106262207,0.06289999932050705,0.8489999771118164,0.1501999944448471,0.2888000011444092,0.00930000003427267,0.35989999771118164,0.04280000180006027,0.31929999589920044,0.006599999964237213,0.25920000672340393,0.13089999556541443,0.37070000171661377,0.7605999708175659
4lgr_B_idx1031,Extracellular,Signal peptide,Soluble,0.4293999969959259,0.14169999957084656,0.7178000211715698,0.2443999946117401,0.23280000686645508,0.004600000102072954,0.3156999945640564,0.06970000267028809,0.11590000241994858,0.014399999752640724,0.28189998865127563,0.08009999990463257,0.3828999996185303,0.8097000122070312
7dss_A_idx1032,Extracellular,Signal peptide,Soluble,0.34869998693466187,0.18039999902248383,0.714900016784668,0.19939999282360077,0.31869998574256897,0.015599999576807022,0.3278999924659729,0.04179999977350235,0.24060000479221344,0.04410000145435333,0.32760000228881836,0.13179999589920044,0.2363000065088272,0.7325000166893005
6z1v_B_idx1033,Extracellular,Signal peptide,Soluble,0.3553999960422516,0.22630000114440918,0.699400007724762,0.22179999947547913,0.31540000438690186,0.014999999664723873,0.30329999327659607,0.04969999939203262,0.2994999885559082,0.060600001364946365,0.3449000120162964,0.125,0.26649999618530273,0.7106999754905701
5lz0_B_idx1034,Extracellular,Signal peptide,Soluble,0.3736000061035156,0.12680000066757202,0.7487999796867371,0.26350000500679016,0.3264999985694885,0.01769999973475933,0.27140000462532043,0.06960000097751617,0.35499998927116394,0.052299998700618744,0.2784000039100647,0.11550000309944153,0.20970000326633453,0.7444000244140625
5lz0_A_idx1035,Extracellular,Signal peptide,Soluble,0.3589000105857849,0.14270000159740448,0.7788000106811523,0.2903999984264374,0.3174999952316284,0.02239999920129776,0.24320000410079956,0.05990000069141388,0.35850000381469727,0.04010000079870224,0.2863999903202057,0.10859999805688858,0.19990000128746033,0.7595999836921692
4w68_B_idx1036,Extracellular,Signal peptide,Soluble,0.3716999888420105,0.1023000031709671,0.8222000002861023,0.19859999418258667,0.3573000133037567,0.047200001776218414,0.20180000364780426,0.07100000232458115,0.37279999256134033,0.08240000158548355,0.32420000433921814,0.19499999284744263,0.2320999950170517,0.7161999940872192
7nj4_F_idx1037,Extracellular,Signal peptide,Soluble,0.35679998993873596,0.19550000131130219,0.6330999732017517,0.1599999964237213,0.15279999375343323,0.024000000208616257,0.438400000333786,0.03660000115633011,0.33320000767707825,0.004600000102072954,0.24420000612735748,0.21230000257492065,0.20229999721050262,0.7222999930381775
7kd2_C_idx1038,Extracellular,Signal peptide,Soluble,0.28679999709129333,0.17270000278949738,0.8166000247001648,0.17419999837875366,0.31619998812675476,0.019600000232458115,0.2087000012397766,0.054499998688697815,0.24210000038146973,0.060499999672174454,0.3675000071525574,0.19020000100135803,0.11800000071525574,0.7314000129699707
7nqa_C_idx1039,Extracellular,Signal peptide,Soluble,0.3880999982357025,0.11069999635219574,0.7990999817848206,0.211899995803833,0.39959999918937683,0.03460000082850456,0.33730000257492065,0.05649999901652336,0.40389999747276306,0.03519999980926514,0.2976999878883362,0.09830000251531601,0.23340000212192535,0.7418000102043152
7epb_C_idx1040,Extracellular,Signal peptide,Soluble,0.35040000081062317,0.13950000703334808,0.8034999966621399,0.17170000076293945,0.3246999979019165,0.020800000056624413,0.33660000562667847,0.04839999973773956,0.24210000038146973,0.05000000074505806,0.3012000024318695,0.1395999938249588,0.16990000009536743,0.7718999981880188
6n4y_H_idx1041,Extracellular,Signal peptide,Soluble,0.36489999294281006,0.18219999969005585,0.7387999892234802,0.27630001306533813,0.25529998540878296,0.016899999231100082,0.27950000762939453,0.057999998331069946,0.32010000944137573,0.01269999984651804,0.27810001373291016,0.12839999794960022,0.181099995970726,0.7602999806404114
5g5x_B_idx1042,Extracellular,Signal peptide,Soluble,0.34369999170303345,0.18770000338554382,0.8166999816894531,0.1785999983549118,0.2946000099182129,0.00559999980032444,0.3343000113964081,0.05530000105500221,0.23579999804496765,0.031199999153614044,0.3767000138759613,0.11100000143051147,0.20839999616146088,0.7580000162124634
6f5g_B_idx1043,Extracellular,Signal peptide,Soluble,0.35519999265670776,0.14409999549388885,0.7389000058174133,0.18209999799728394,0.30570000410079956,0.018200000748038292,0.25099998712539673,0.062300000339746475,0.3046000003814697,0.03680000081658363,0.26330000162124634,0.14390000700950623,0.16410000622272491,0.7588000297546387
6ze1_B_idx1044,Extracellular,Signal peptide,Soluble,0.33329999446868896,0.12600000202655792,0.723800003528595,0.25429999828338623,0.2370000034570694,0.00989999994635582,0.3424000144004822,0.07259999960660934,0.27219998836517334,0.07460000365972519,0.2700999975204468,0.1395999938249588,0.2249000072479248,0.7567999958992004
7f1g_D_idx1045,Extracellular,Signal peptide,Soluble,0.3617999851703644,0.11299999803304672,0.8413000106811523,0.16439999639987946,0.33799999952316284,0.010599999688565731,0.25459998846054077,0.03869999945163727,0.2393999993801117,0.051899999380111694,0.25380000472068787,0.15109999477863312,0.39430001378059387,0.7386000156402588
6u50_C_idx1046,Extracellular,Signal peptide,Soluble,0.36629998683929443,0.16220000386238098,0.6424999833106995,0.29409998655319214,0.2451999932527542,0.017400000244379044,0.4255000054836273,0.041600000113248825,0.1868000030517578,0.011300000362098217,0.26809999346733093,0.13220000267028809,0.1607999950647354,0.7925000190734863
7bnp_A_idx1047,Extracellular,Signal peptide,Soluble,0.33899998664855957,0.18310000002384186,0.6589000225067139,0.23669999837875366,0.18400000035762787,0.005900000222027302,0.4887999892234802,0.07670000195503235,0.27090001106262207,0.008700000122189522,0.30000001192092896,0.09040000289678574,0.23149999976158142,0.7860999703407288
5o05_C_idx1048,Extracellular,Signal peptide,Soluble,0.2493000030517578,0.1793999969959259,0.8101000189781189,0.20990000665187836,0.29100000858306885,0.020099999383091927,0.1956000030040741,0.06289999932050705,0.2745000123977661,0.06109999865293503,0.329800009727478,0.20360000431537628,0.10159999877214432,0.7508999705314636
5o05_D_idx1049,Extracellular,Signal peptide,Soluble,0.22130000591278076,0.17270000278949738,0.7627999782562256,0.22269999980926514,0.2937999963760376,0.023399999365210533,0.2493000030517578,0.06030000001192093,0.33399999141693115,0.05640000104904175,0.33970001339912415,0.2126999944448471,0.10029999911785126,0.745199978351593
5g5r_B_idx1050,Extracellular,Signal peptide,Soluble,0.35499998927116394,0.186599999666214,0.8156999945640564,0.17010000348091125,0.33000001311302185,0.0031999999191612005,0.31709998846054077,0.04989999905228615,0.1348000019788742,0.014100000262260437,0.2847999930381775,0.13950000703334808,0.20280000567436218,0.7631000280380249
7d4b_B_idx1051,Extracellular,,Soluble,0.3937999904155731,0.11869999766349792,0.7035999894142151,0.2508000135421753,0.260699987411499,0.00570000009611249,0.39430001378059387,0.06809999793767929,0.29429998993873596,0.10949999839067459,0.319599986076355,0.10400000214576721,0.24379999935626984,0.760699987411499
7d5b_D_idx1052,Extracellular,Signal peptide,Soluble,0.41040000319480896,0.2071000039577484,0.7508000135421753,0.13660000264644623,0.35350000858306885,0.010499999858438969,0.28790000081062317,0.033900000154972076,0.1941000074148178,0.038600001484155655,0.25110000371932983,0.15119999647140503,0.38429999351501465,0.7408000230789185
6zrv_B_idx1053,Extracellular,Signal peptide,Soluble,0.3912000060081482,0.14020000398159027,0.7524999976158142,0.1777999997138977,0.3644999861717224,0.016100000590085983,0.39340001344680786,0.06669999659061432,0.34220001101493835,0.039799999445676804,0.25529998540878296,0.1137000024318695,0.20160000026226044,0.739300012588501
5m7q_A_idx1054,Extracellular,Signal peptide,Soluble,0.25920000672340393,0.1454000025987625,0.6118999719619751,0.3910999894142151,0.2282000035047531,0.017899999395012856,0.2709999978542328,0.05389999970793724,0.314300000667572,0.04879999905824661,0.18039999902248383,0.12950000166893005,0.4458000063896179,0.7875999808311462
5m7q_B_idx1055,Extracellular,Signal peptide,Soluble,0.3411000072956085,0.14980000257492065,0.7382000088691711,0.31189998984336853,0.22679999470710754,0.01119999960064888,0.4311000108718872,0.04230000078678131,0.24809999763965607,0.03759999945759773,0.2944999933242798,0.09989999979734421,0.23240000009536743,0.7792999744415283
7nvl_n_idx1056,Extracellular,Signal peptide,Soluble,0.358599990606308,0.17790000140666962,0.7628999948501587,0.3384000062942505,0.37549999356269836,0.0142000000923872,0.2387000024318695,0.0333000011742115,0.1429000049829483,0.008999999612569809,0.33379998803138733,0.131400004029274,0.17020000517368317,0.7282000184059143
4ocn_C_idx1057,Extracellular,Signal peptide,Soluble,0.23890000581741333,0.24310000240802765,0.7498000264167786,0.25110000371932983,0.32820001244544983,0.009600000455975533,0.321399986743927,0.03290000185370445,0.10379999876022339,0.009700000286102295,0.18479999899864197,0.14810000360012054,0.16590000689029694,0.7781000137329102
4ocn_F_idx1058,Extracellular,Signal peptide,Soluble,0.2994999885559082,0.20409999787807465,0.7300000190734863,0.22220000624656677,0.30399999022483826,0.007899999618530273,0.36579999327659607,0.04610000178217888,0.1404999941587448,0.012799999676644802,0.20229999721050262,0.1445000022649765,0.18610000610351562,0.7689999938011169
7l6v_D_idx1059,Extracellular,Signal peptide,Soluble,0.2912999987602234,0.09849999845027924,0.7849000096321106,0.13449999690055847,0.2718999981880188,0.004900000058114529,0.33329999446868896,0.052299998700618744,0.2734000086784363,0.007000000216066837,0.311599999666214,0.1370999962091446,0.18129999935626984,0.7498000264167786
7l6v_C_idx1060,Extracellular,Signal peptide,Soluble,0.2687999904155731,0.08649999648332596,0.7353000044822693,0.14560000598430634,0.24789999425411224,0.006200000178068876,0.29030001163482666,0.05700000002980232,0.3059999942779541,0.0071000000461936,0.2849000096321106,0.16349999606609344,0.1987999975681305,0.7444000244140625
7l6v_F_idx1061,Extracellular,Signal peptide,Soluble,0.32760000228881836,0.11219999939203262,0.8185999989509583,0.17550000548362732,0.28600001335144043,0.015699999406933784,0.3287000060081482,0.051100000739097595,0.38449999690055847,0.049800001084804535,0.24950000643730164,0.1347000002861023,0.20270000398159027,0.7235999703407288
7l6v_B_idx1062,Extracellular,Signal peptide,Soluble,0.3278000056743622,0.21580000221729279,0.8246999979019165,0.15320000052452087,0.2865999937057495,0.015599999576807022,0.21150000393390656,0.047200001776218414,0.22579999268054962,0.048500001430511475,0.33250001072883606,0.2143000066280365,0.12860000133514404,0.6973999738693237
