Protein_ID,Localizations,Signals,Membrane types,Cytoplasm,Nucleus,Extracellular,Cell membrane,Mitochondrion,Plastid,Endoplasmic reticulum,Lysosome/Vacuole,Golgi apparatus,Peroxisome,Peripheral,Transmembrane,Lipid anchor,Soluble
7nvm_N_idx750,Extracellular,Signal peptide,Soluble,0.36579999327659607,0.14069999754428864,0.8230999708175659,0.18140000104904175,0.3465999960899353,0.01549999974668026,0.31869998574256897,0.05389999970793724,0.29919999837875366,0.04540000110864639,0.29350000619888306,0.10170000046491623,0.19020000100135803,0.7885000109672546
4bfb_E_idx751,Extracellular,Signal peptide,Soluble,0.35749998688697815,0.21150000393390656,0.7508999705314636,0.1437000036239624,0.3521000146865845,0.0026000000070780516,0.20880000293254852,0.050700001418590546,0.16259999573230743,0.07980000227689743,0.19259999692440033,0.2053000032901764,0.3662000000476837,0.7339000105857849
4bfb_D_idx752,Extracellular,Signal peptide,Soluble,0.38659998774528503,0.274399995803833,0.7311000227928162,0.1670999974012375,0.37470000982284546,0.01549999974668026,0.250900000333786,0.02879999950528145,0.13979999721050262,0.03720000013709068,0.23589999973773956,0.1518000066280365,0.3440000116825104,0.7577999830245972
7azb_B_idx753,Extracellular,Signal peptide,Soluble,0.34459999203681946,0.17970000207424164,0.5174999833106995,0.20649999380111694,0.12479999661445618,0.01140000019222498,0.48899999260902405,0.04830000177025795,0.27790001034736633,0.013100000098347664,0.29100000858306885,0.11240000277757645,0.13339999318122864,0.791100025177002
4pfe_A_idx754,Extracellular,Signal peptide,Soluble,0.2402999997138977,0.12870000302791595,0.7138000130653381,0.13650000095367432,0.17219999432563782,0.014499999582767487,0.4196000099182129,0.0925000011920929,0.21130000054836273,0.006899999920278788,0.2630999982357025,0.22429999709129333,0.10790000110864639,0.7914000153541565
4pfe_B_idx755,Extracellular,Signal peptide,Soluble,0.22990000247955322,0.13259999454021454,0.7282000184059143,0.13490000367164612,0.17319999635219574,0.01899999938905239,0.40130001306533813,0.0843999981880188,0.2160000056028366,0.008200000040233135,0.2745000123977661,0.2395000010728836,0.10429999977350235,0.7878000140190125
6i8h_B_idx756,Extracellular,Signal peptide,Soluble,0.3767000138759613,0.15489999949932098,0.7250999808311462,0.2498999983072281,0.30489999055862427,0.014100000262260437,0.3188000023365021,0.04560000076889992,0.24070000648498535,0.03739999979734421,0.3028999865055084,0.12460000067949295,0.19679999351501465,0.7369999885559082
6fpv_B_idx757,Extracellular,Signal peptide,Soluble,0.2858999967575073,0.2003999948501587,0.7569000124931335,0.1941000074148178,0.3224000036716461,0.019099999219179153,0.23319999873638153,0.04729999974370003,0.3294999897480011,0.04089999943971634,0.3206999897956848,0.1518000066280365,0.1695999950170517,0.7357000112533569
6fpv_A_idx758,Extracellular,Signal peptide,Soluble,0.3149000108242035,0.20499999821186066,0.7390000224113464,0.16869999468326569,0.33820000290870667,0.015300000086426735,0.2565000057220459,0.0471000000834465,0.325300008058548,0.04740000143647194,0.3050000071525574,0.13169999420642853,0.18029999732971191,0.7487000226974487
7a4y_B_idx759,Extracellular,,Soluble,0.41040000319480896,0.1111999973654747,0.6836000084877014,0.28700000047683716,0.25099998712539673,0.0035000001080334187,0.4239000082015991,0.055799998342990875,0.2915000021457672,0.13300000131130219,0.2921000123023987,0.16459999978542328,0.27070000767707825,0.7427999973297119
7a4y_C_idx760,Extracellular,Signal peptide,Soluble,0.3549000024795532,0.2126999944448471,0.7322999835014343,0.1678999960422516,0.3662000000476837,0.017400000244379044,0.32190001010894775,0.027000000700354576,0.17980000376701355,0.04610000178217888,0.2808000147342682,0.13449999690055847,0.27160000801086426,0.7541999816894531
7a4y_A_idx761,Extracellular,Signal peptide,Soluble,0.3855000138282776,0.20309999585151672,0.7268999814987183,0.17739999294281006,0.3504999876022339,0.014299999922513962,0.3352000117301941,0.026399999856948853,0.17309999465942383,0.033799998462200165,0.27720001339912415,0.1316000074148178,0.26980000734329224,0.7576000094413757
5nlu_A_idx762,Extracellular,Signal peptide,Soluble,0.3465999960899353,0.1273999959230423,0.7968000173568726,0.15639999508857727,0.3190999925136566,0.03909999877214432,0.3538999855518341,0.05339999869465828,0.31220000982284546,0.061799999326467514,0.3021000027656555,0.13619999587535858,0.23929999768733978,0.7398999929428101
7djx_A_idx763,Extracellular,Signal peptide,Soluble,0.427700012922287,0.17870000004768372,0.7911999821662903,0.21240000426769257,0.30309998989105225,0.004399999976158142,0.36149999499320984,0.07490000128746033,0.24369999766349792,0.013199999928474426,0.2418999969959259,0.09679999947547913,0.2402999997138977,0.7907999753952026
7whj_E_idx764,Extracellular,Signal peptide,Soluble,0.37599998712539673,0.1858000010251999,0.7163000106811523,0.2004999965429306,0.31540000438690186,0.00989999994635582,0.3702000081539154,0.0502999983727932,0.25459998846054077,0.03680000081658363,0.37040001153945923,0.13500000536441803,0.21230000257492065,0.7124000191688538
5mje_B_idx765,Extracellular,Signal peptide,Soluble,0.3089999854564667,0.19030000269412994,0.7405999898910522,0.2012999951839447,0.30649998784065247,0.014800000004470348,0.3353999853134155,0.0421999990940094,0.33709999918937683,0.03420000150799751,0.3312999904155731,0.11779999732971191,0.1881999969482422,0.7610999941825867
7s2s_C_idx766,Extracellular,,Soluble,0.3901999890804291,0.20520000159740448,0.6258000135421753,0.37529999017715454,0.2806999981403351,0.0071000000461936,0.3009999990463257,0.0803999975323677,0.31130000948905945,0.04340000078082085,0.27950000762939453,0.11339999735355377,0.27799999713897705,0.7526000142097473
7s2s_A_idx767,Extracellular,,Soluble,0.3562000095844269,0.2046000063419342,0.6585000157356262,0.31679999828338623,0.34310001134872437,0.01730000041425228,0.2150000035762787,0.0681999996304512,0.31450000405311584,0.06109999865293503,0.28189998865127563,0.12370000034570694,0.23440000414848328,0.7314000129699707
6xv8_C_idx768,Cell membrane,,Soluble,0.34880000352859497,0.1281999945640564,0.4846999943256378,0.4620000123977661,0.3537999987602234,0.06539999693632126,0.34549999237060547,0.13650000095367432,0.25920000672340393,0.041099999099969864,0.39410001039505005,0.478300005197525,0.27709999680519104,0.5996999740600586
6xv8_D_idx769,Cytoplasm,Signal peptide,Soluble,0.3634999990463257,0.13109999895095825,0.4771000146865845,0.438400000333786,0.36340001225471497,0.05889999866485596,0.3384999930858612,0.13379999995231628,0.2669999897480011,0.04100000113248825,0.397599995136261,0.5037999749183655,0.263700008392334,0.578000009059906
6xv8_B_idx770,Cytoplasm,Signal peptide,Soluble,0.3716999888420105,0.1446000039577484,0.47440001368522644,0.4196999967098236,0.36739999055862427,0.05790000036358833,0.3569999933242798,0.12129999697208405,0.2603999972343445,0.03849999979138374,0.40149998664855957,0.41760000586509705,0.2858999967575073,0.619700014591217
